user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
52083,1,19,na,544.2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,1.2,0.0,0
52085,1,31,r,501.0,0,0,20,0,0,22,0,0,1,1,0,0,1,0,2,semi-monthly,0,0,0,0,libra,0,0,7.0,0.23,0
52088,0,26,na,496.0,0,0,19,0,0,49,0,0,2,1,0,0,0,1,0,semi-monthly,0,0,0,0,na,1,0,12.0,0.4,0
52094,1,29,na,479.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,na,0,0,0,0,libra,0,0,1.0,0.03,0
52098,0,40,r,478.0,34,1,136,33,0,286,0,0,10,1,0,0,1,0,0,na,0,0,0,0,leo,0,0,66.0,2.2,0
52101,0,25,r,425.0,1,0,24,1,0,51,0,0,17,1,1,1,0,1,0,weekly,0,0,0,0,scorpio,0,0,11.0,0.92,1
52103,0,33,r,565.0,12,3,0,12,0,194,0,0,40,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,1,0,53.0,1.77,1
52108,0,31,na,584.0,0,0,103,0,0,198,0,0,7,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,49.0,1.63,1
52109,1,32,r,463.0,0,0,0,0,0,244,0,0,10,1,1,1,0,1,2,semi-monthly,0,0,0,0,libra,0,0,63.0,2.1,0
52112,0,59,o,519.0,0,0,0,0,0,138,0,0,3,1,1,1,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,52.0,1.73,0
52114,1,22,na,600.0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,pisces,0,0,1.0,0.03,0
52119,0,22,r,523.0,0,0,13,0,0,10,0,0,0,1,1,1,0,1,2,na,0,0,0,0,cancer,0,0,4.0,0.13,0
52130,1,59,na,548.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,2.0,0.0699999999999999,0
52134,1,37,na,549.4,0,0,0,0,1,8,0,0,0,1,0,0,1,0,0,monthly,0,0,0,0,pisces,0,0,7.0,0.23,0
52135,0,19,r,556.0,1,1,16,1,0,30,0,0,2,1,0,0,0,1,0,na,0,0,0,0,aries,0,0,10.0,0.33,0
52138,1,22,na,545.0,0,0,4,0,0,5,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,1.0,0.03,0
52139,0,46,o,568.6,0,0,108,0,0,160,0,0,4,1,0,0,1,1,4,bi-weekly,0,0,0,0,aries,0,0,30.0,1.15,0
52141,0,40,na,564.4,0,0,60,0,0,140,0,0,1,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,37.0,1.23,0
52144,0,33,r,504.2,3,0,23,3,0,50,0,0,2,1,0,0,1,0,0,na,0,0,0,0,libra,0,0,16.0,0.84,0
52147,1,34,o,439.0,0,0,0,0,1,92,0,0,8,1,1,1,1,0,0,bi-weekly,0,0,0,0,taurus,0,1,35.0,1.17,0
52150,0,37,na,456.0,0,0,0,0,0,83,0,0,4,1,1,1,1,0,0,bi-weekly,0,0,0,0,aries,0,0,30.0,1.0,0
52152,0,34,na,544.6,0,0,3,0,0,10,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,aries,0,0,2.0,0.0699999999999999,1
52155,0,38,na,539.8,0,0,11,0,0,21,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,pisces,0,0,9.0,0.33,0
52156,1,22,r,538.0,0,0,0,0,0,23,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,1,0,7.0,0.23,0
52157,0,48,na,550.8,1,0,13,1,0,10,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,7.0,0.24,0
52158,0,49,r,563.0,0,0,68,0,0,127,0,0,5,1,0,0,0,1,0,monthly,0,0,0,0,taurus,1,0,42.0,1.4,0
52169,0,39,o,519.0,1,0,45,1,0,86,0,0,15,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,22.0,0.73,1
52172,1,32,r,687.0,17,1,4,17,3,164,2,0,39,1,1,1,1,0,0,weekly,0,0,0,0,capricorn,0,0,29.0,0.97,1
52178,0,28,r,512.0,0,0,0,0,0,116,0,0,4,1,1,1,0,1,0,weekly,0,0,0,0,na,0,0,49.0,1.63,0
52180,1,24,na,483.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,libra,0,0,1.0,0.03,0
52185,0,31,o,506.0,0,0,0,0,0,14,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,9.0,0.3,0
52189,0,28,na,559.0,0,0,6,0,0,21,0,0,1,1,0,0,1,0,0,bi-weekly,0,0,0,0,scorpio,0,0,5.0,0.18,0
52190,0,53,r,527.0,1,0,36,1,0,119,0,0,34,1,0,0,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,30.0,1.0,1
52195,0,23,na,585.0,0,0,13,0,0,72,0,0,1,1,0,0,1,0,0,na,0,0,0,0,scorpio,0,0,27.0,0.9,1
52196,1,31,na,500.0,0,0,8,0,0,137,0,0,6,1,1,1,0,1,0,na,0,0,0,0,taurus,0,0,34.0,1.13,0
52198,1,20,r,506.0,0,0,24,0,0,42,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,9.0,0.3,1
52204,1,32,na,518.2,0,0,0,0,1,40,0,0,0,1,1,1,1,0,0,monthly,0,0,0,0,libra,1,0,20.0,0.67,0
52205,0,59,na,545.0,2,2,5,2,0,3,0,0,1,1,1,1,1,0,2,monthly,0,0,0,0,leo,0,0,4.0,0.13,0
52206,0,30,na,584.0,0,0,12,0,0,32,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,11.0,0.6900000000000001,0
52211,0,25,na,516.6,0,0,16,0,0,10,0,0,1,1,0,0,0,1,2,bi-weekly,0,0,0,0,libra,0,0,6.0,0.2,0
52212,0,34,r,491.0,40,3,128,39,0,260,0,0,44,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,1,0,60.0,2.0,1
52213,1,31,r,524.0,0,0,20,0,0,44,0,0,1,1,1,1,0,1,0,na,0,0,0,0,sagittarius,0,0,14.0,0.47,1
52216,1,22,na,536.6,0,0,0,0,0,22,0,0,1,1,0,0,0,1,0,semi-monthly,0,0,0,0,leo,0,0,3.0,0.1,0
52217,1,36,r,533.0,0,0,0,0,0,158,0,0,31,1,1,1,0,1,0,na,0,0,0,0,sagittarius,0,0,47.0,1.5699999999999998,0
52221,1,23,na,500.8,0,0,10,0,0,18,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,gemini,1,0,10.0,1.67,0
52222,0,51,na,490.0,1,0,140,1,0,125,0,0,20,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,1,0,29.0,1.0,1
52223,0,29,na,536.0,0,0,46,0,0,79,0,0,2,1,1,1,0,1,2,na,0,0,0,0,cancer,0,0,31.0,1.03,0
52228,1,35,na,570.6,1,0,4,1,0,10,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,na,1,0,4.0,4.0,1
52229,1,40,na,557.0,0,0,0,0,0,16,0,0,1,1,1,1,1,0,0,monthly,0,0,0,0,capricorn,0,1,15.0,0.5,0
52237,1,60,r,562.0,0,0,0,0,2,79,1,0,12,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,31.0,1.03,1
52238,1,33,na,530.0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,2,weekly,0,0,0,0,scorpio,0,0,3.0,0.1,0
52240,0,38,na,578.0,9,2,145,9,0,236,0,0,11,1,1,1,1,0,0,na,0,0,0,0,taurus,0,0,50.0,1.67,1
52241,1,27,r,528.2,0,0,0,0,0,19,0,0,0,1,0,0,0,1,0,weekly,0,0,0,0,aquarius,0,0,11.0,0.37,0
52242,1,21,na,508.0,0,0,4,0,0,21,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,8.0,0.27,0
52244,0,32,na,517.0,0,0,31,0,0,51,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,18.0,0.6,0
52245,0,22,na,487.6,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,taurus,0,0,1.8,0.0,0
52250,1,52,r,632.0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,sagittarius,0,0,7.0,0.23,0
52255,1,41,r,519.4,0,0,0,0,0,14,0,0,1,1,0,0,0,1,2,bi-weekly,0,0,1,0,gemini,0,0,9.0,1.0,0
52256,0,36,r,565.8,0,0,0,0,1,60,0,0,3,1,1,1,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,25.0,0.83,0
52258,0,35,r,561.8,0,0,48,0,0,112,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,19.0,0.76,1
52260,0,47,na,522.2,1,0,36,1,0,67,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,13.0,0.93,0
52263,0,21,na,465.0,1,0,4,1,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,cancer,0,0,1.0,0.03,0
52265,0,19,na,544.4,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,monthly,0,0,0,0,sagittarius,0,0,9.0,0.3,0
52266,0,29,r,542.0,0,0,0,0,1,41,0,0,11,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,1,0,29.0,0.97,1
52275,0,26,r,561.0,0,0,0,0,0,238,0,0,14,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,64.0,2.13,0
52279,0,27,na,472.0,2,0,3,2,0,5,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,2.6,0.0,0
52280,1,31,r,465.0,0,0,0,0,0,38,1,0,5,1,0,0,1,0,2,na,0,0,0,0,capricorn,0,0,25.0,0.83,0
52281,0,19,na,516.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,1.8,0.0,0
52282,1,43,r,431.0,0,0,0,0,0,123,0,0,22,1,1,1,1,0,3,na,0,0,0,0,pisces,0,0,38.0,1.27,1
52287,1,30,r,528.0,0,0,0,0,0,219,0,0,17,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,0,0,61.0,2.03,0
52288,0,23,na,517.0,2,0,50,2,0,130,0,0,1,1,0,0,1,0,0,semi-monthly,0,0,0,0,libra,0,0,25.0,0.83,0
52289,0,27,na,578.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,1.0,0.0699999999999999,0
52294,0,29,r,612.0,0,0,47,0,0,120,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,1,0,30.0,1.0,0
52296,0,27,r,634.0,0,0,0,0,1,181,1,0,43,1,0,0,0,1,2,na,0,0,0,0,cancer,0,0,54.0,1.8,0
52302,0,24,na,516.6,7,0,19,7,0,76,0,0,9,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,17.0,0.89,0
52303,0,31,r,586.0,0,0,30,0,0,68,0,0,8,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,17.0,0.5700000000000001,1
52307,0,30,na,534.8,4,0,33,4,0,57,0,0,2,1,0,0,0,1,0,semi-monthly,0,0,0,0,libra,0,0,17.0,0.68,1
52309,1,56,na,522.4,0,0,4,0,0,5,0,0,3,1,0,0,1,1,2,weekly,0,0,0,0,scorpio,0,0,3.0,0.0,0
52314,0,21,r,553.0,0,0,55,0,0,160,0,0,7,1,0,0,0,1,0,weekly,0,0,0,0,sagittarius,0,0,44.0,1.47,1
52316,0,40,na,634.0,0,0,8,0,0,25,0,0,2,1,1,1,1,0,0,na,0,0,0,0,na,0,0,7.0,0.78,0
52318,0,59,r,538.0,35,0,36,35,0,103,0,0,18,1,1,1,0,1,0,weekly,0,0,0,0,scorpio,0,0,37.0,1.23,0
52319,0,33,na,547.8,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,pisces,1,0,1.0,0.03,0
52323,1,21,na,551.4,0,0,7,0,0,5,0,0,1,1,1,1,0,1,2,bi-weekly,0,0,0,0,scorpio,0,0,2.0,0.1699999999999999,0
52326,1,30,r,432.0,2,0,7,2,0,10,0,0,1,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,1,0,2.0,0.0699999999999999,1
52329,1,37,na,508.4,0,0,14,0,0,35,0,0,3,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,1,0,12.0,0.4,0
52335,1,40,na,521.6,0,0,6,0,0,0,0,0,0,1,1,1,0,1,0,weekly,0,0,0,0,sagittarius,0,0,1.0,0.0,0
52337,1,22,na,541.0,0,0,0,0,1,20,1,0,3,1,0,0,0,1,0,semi-monthly,0,0,1,0,scorpio,0,0,10.0,0.33,0
52338,1,23,r,548.0,0,0,23,0,0,105,0,0,3,1,1,1,0,1,0,na,0,0,0,0,virgo,0,0,35.0,1.17,0
52340,1,25,r,516.0,0,0,8,0,0,64,0,0,8,1,1,1,1,1,3,weekly,0,0,0,0,capricorn,0,0,26.0,0.87,1
52341,0,21,na,516.0,1,0,18,1,0,18,0,0,1,1,1,1,0,1,0,na,0,0,0,0,sagittarius,0,0,4.0,0.67,1
52343,0,30,na,557.0,0,0,0,0,0,95,0,0,6,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,42.0,1.4,0
52345,0,30,na,557.8,0,0,17,0,0,32,0,0,1,1,0,0,1,0,0,bi-weekly,0,0,0,0,aries,0,0,13.0,0.72,0
52348,1,30,r,598.0,0,0,1,0,0,4,0,0,2,1,1,1,1,0,0,weekly,0,0,0,0,leo,0,0,2.0,0.0699999999999999,1
52350,0,51,na,568.0,0,0,8,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,1,0,5.0,0.1699999999999999,0
52356,0,34,o,595.0,2,1,124,2,0,237,0,0,11,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,65.0,2.17,0
52358,0,38,o,533.0,2,0,0,2,0,40,0,0,7,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,19.0,0.63,1
52361,1,37,na,515.0,0,0,0,0,0,178,0,0,11,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,53.0,1.77,0
52363,0,34,r,579.0,0,0,83,0,0,160,0,0,18,1,0,0,1,0,0,na,0,0,0,0,libra,0,0,40.0,1.33,1
52369,1,25,na,544.6,0,0,0,0,0,33,0,0,3,1,0,0,0,1,0,bi-weekly,0,1,0,0,na,0,0,28.0,0.93,0
52373,0,33,o,553.4,2,3,56,2,0,127,0,0,2,1,1,1,0,1,0,na,0,0,0,0,taurus,0,0,34.0,1.13,0
52378,1,26,na,566.0,0,0,10,0,0,65,0,0,12,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,22.0,0.73,1
52380,1,27,na,552.6,0,0,7,0,0,17,0,0,0,1,0,0,0,1,2,bi-weekly,0,0,0,0,libra,0,0,1.0,0.03,0
52381,1,29,r,529.0,0,0,0,0,0,188,0,0,16,1,1,1,1,0,0,semi-monthly,0,0,0,0,gemini,0,0,63.0,2.1,0
52383,1,30,r,533.0,0,0,1,0,0,144,0,0,8,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,26.0,0.87,0
52386,1,44,r,452.0,0,0,17,0,0,35,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,1,0,17.0,0.89,0
52388,1,24,r,506.0,1,0,4,0,0,17,0,0,3,1,1,1,1,0,2,na,0,0,0,0,virgo,0,0,5.0,0.1699999999999999,0
52389,1,34,na,538.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,5.0,0.1699999999999999,0
52392,1,18,na,547.0,0,0,16,0,0,35,0,0,0,1,0,0,0,1,2,na,0,0,0,0,cancer,0,0,7.0,0.23,1
52394,0,38,na,524.0,0,0,10,0,0,18,0,0,0,1,1,1,0,1,0,na,0,0,0,0,sagittarius,0,0,5.0,0.83,1
52395,0,32,na,595.0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,na,0,0,0,0,cancer,0,0,4.0,0.0,0
52397,0,43,na,549.2,0,0,11,0,0,35,0,0,6,1,1,1,0,1,0,bi-weekly,0,0,0,0,aries,0,0,9.0,0.3,0
52403,1,59,r,586.0,0,0,0,0,0,56,0,0,3,1,1,1,1,0,0,na,0,0,0,0,virgo,0,0,22.0,0.0,0
52405,0,25,na,520.2,1,1,2,1,0,4,0,0,3,1,0,0,1,0,0,na,0,0,0,0,gemini,0,0,1.0,0.5,0
52407,0,40,na,525.0,0,0,13,0,0,25,0,0,3,1,1,1,1,0,0,weekly,0,0,1,0,gemini,1,0,8.0,0.27,0
52408,0,24,na,525.6,0,0,20,0,0,60,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,21.0,0.7,0
52409,0,31,r,525.4,0,0,5,0,0,7,0,0,0,1,0,0,1,0,0,na,0,0,0,0,aquarius,0,0,4.0,0.13,1
52410,1,27,r,564.0,0,0,72,0,0,103,0,0,2,1,0,0,0,1,0,semi-monthly,0,0,0,0,na,0,0,26.0,0.87,1
52412,0,18,na,506.2,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,semi-monthly,0,0,0,0,virgo,0,0,3.0,0.1,0
52413,1,26,na,464.0,1,1,9,1,0,10,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,0,5.0,0.1699999999999999,1
52414,0,23,na,520.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,0,0,3.0,0.1,0
52415,0,46,r,579.0,1,1,2,1,0,7,0,0,6,1,1,1,0,1,0,monthly,0,0,0,0,leo,0,0,1.0,0.1,1
52417,0,30,na,508.0,0,0,33,0,0,43,0,0,0,1,1,1,0,1,3,bi-weekly,0,0,0,0,sagittarius,0,0,20.0,0.67,0
52424,1,31,na,540.0,0,0,0,0,0,9,0,0,2,1,1,1,1,0,0,weekly,0,0,0,0,sagittarius,0,0,6.0,0.2,0
52425,1,26,na,431.0,0,0,0,0,0,128,0,0,14,1,1,1,0,1,3,weekly,0,0,0,0,pisces,0,0,46.0,1.53,1
52426,0,28,na,545.0,19,0,23,18,0,81,0,0,19,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,18.0,0.9,0
52427,1,24,na,506.4,0,0,0,0,0,45,0,0,11,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,14.0,0.47,0
52430,0,33,r,547.0,6,2,38,6,0,55,0,0,6,1,1,1,1,0,0,weekly,0,0,0,0,aquarius,0,0,6.0,0.2,0
52433,0,40,o,434.0,44,0,122,42,0,234,0,0,22,1,0,0,0,1,0,na,0,0,0,0,gemini,0,0,48.0,1.6,0
52434,1,26,na,594.6,0,0,5,0,0,5,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,pisces,0,0,4.0,0.13,1
52436,1,21,na,550.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,1.2,0.0,0
52438,1,28,r,535.0,3,1,0,3,0,19,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,6.0,0.2,1
52441,1,23,na,571.2,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,aries,0,0,3.8,0.0,0
52447,1,45,r,564.0,0,0,0,0,0,151,1,0,5,1,1,1,0,1,2,semi-monthly,0,0,0,0,aquarius,0,0,54.0,1.8,0
52449,0,30,na,593.0,1,1,1,1,0,3,0,0,1,1,1,1,1,0,0,semi-monthly,0,0,0,0,pisces,0,0,2.4,0.0,1
52450,0,45,r,585.0,9,2,108,9,0,127,0,0,30,1,1,1,1,1,2,monthly,0,0,0,1,aries,0,0,27.0,0.96,1
52451,0,38,r,488.6,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,1.2,0.0,1
52456,0,31,na,556.0,0,0,40,0,0,73,0,0,20,1,1,1,0,1,0,na,0,0,0,0,scorpio,0,0,14.0,0.93,1
52460,1,20,r,532.0,0,0,0,0,0,24,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,1.0,0.03,1
52462,0,68,na,555.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,1,3.0,0.0,0
52463,0,21,na,607.0,1,0,19,1,0,32,0,0,9,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,0,8.0,0.8,1
52464,0,26,na,677.0,0,0,16,0,0,31,0,0,4,1,0,0,0,1,0,bi-weekly,0,0,0,0,na,1,0,18.0,0.6,0
52468,0,24,na,521.2,0,0,20,0,0,15,0,0,1,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,11.0,0.85,1
52472,1,27,o,481.0,0,0,0,0,0,57,0,0,16,1,1,1,0,1,0,weekly,0,0,0,0,aries,0,0,18.0,0.6,1
52474,1,29,na,541.2,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,gemini,0,0,2.0,0.0699999999999999,0
52475,0,19,o,609.4,44,0,108,44,0,232,0,0,1,1,1,1,0,1,2,bi-weekly,0,0,0,0,na,1,0,56.0,1.87,1
52484,1,32,r,544.0,3,0,0,3,0,282,0,0,26,1,1,1,1,0,3,bi-weekly,0,0,0,0,capricorn,0,0,66.0,2.2,1
52487,1,27,na,548.4,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,2.0,0.0699999999999999,0
52490,0,23,na,501.0,0,0,13,0,0,32,0,0,2,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,0,0,7.0,0.23,1
52494,0,21,na,537.0,0,0,20,0,0,68,0,0,3,1,1,1,0,1,0,weekly,0,0,0,0,aries,0,0,14.0,0.5,1
52495,1,21,o,516.0,0,0,0,0,1,72,0,0,15,1,0,0,0,1,0,weekly,0,0,0,0,gemini,0,0,29.0,0.97,0
52497,1,25,r,504.8,0,0,7,0,0,40,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,20.0,0.67,0
52498,0,29,na,394.0,0,0,6,0,0,1,0,0,1,1,1,1,0,1,0,weekly,0,0,0,0,cancer,0,0,2.0,0.0,1
52501,0,21,na,491.4,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,scorpio,0,0,3.0,0.1,0
52504,1,24,o,568.0,2,0,7,2,0,12,0,0,3,1,0,0,0,1,0,bi-weekly,0,1,0,0,leo,0,0,6.0,3.0,0
52508,1,36,na,529.0,1,0,29,1,0,172,0,0,16,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,42.0,1.4,0
52512,1,30,r,515.0,0,0,0,0,0,183,0,0,23,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,1,61.0,2.03,0
52516,0,26,na,655.0,3,1,7,3,0,6,0,0,1,1,0,0,1,0,0,monthly,0,0,0,0,taurus,0,0,2.0,0.67,0
52517,0,61,na,540.0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,2,bi-weekly,0,0,0,0,aries,0,0,3.0,0.1,0
52519,0,18,na,652.0,6,1,24,6,0,47,0,0,2,1,0,0,1,0,0,weekly,0,0,0,0,aries,0,0,11.0,0.92,0
52525,0,41,na,532.0,1,0,29,1,0,67,0,0,6,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,0,0,19.0,0.63,1
52526,0,29,na,390.0,1,0,42,1,0,85,0,0,11,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,1,0,21.0,0.0,1
52528,1,25,r,469.0,1,2,80,1,0,175,0,0,13,1,1,1,0,1,0,na,0,0,0,0,gemini,0,0,50.0,1.67,1
52534,0,32,r,489.6,1,2,6,1,0,5,0,0,0,1,1,1,0,1,0,monthly,0,0,0,0,leo,0,0,4.0,0.2,0
52535,0,30,na,526.0,1,0,1,1,0,5,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,aquarius,1,0,1.8,0.0,1
52536,0,19,na,483.8,1,0,4,1,0,4,0,0,0,1,0,0,1,0,0,bi-weekly,0,0,0,0,libra,0,0,2.0,0.0,0
52538,0,51,na,684.0,16,4,16,16,0,49,0,0,20,1,1,1,1,0,2,bi-weekly,0,0,0,0,leo,0,0,15.0,0.5,1
52539,1,27,r,492.0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,1.4,0.0,0
52540,0,26,r,543.2,1,1,85,1,0,136,0,0,5,1,0,0,0,1,0,bi-weekly,0,0,0,0,virgo,1,0,33.0,1.1,0
52542,0,68,na,583.0,0,0,23,0,0,49,0,0,1,1,1,1,0,1,0,bi-weekly,0,1,0,0,aries,0,0,13.0,0.62,0
52543,0,34,r,544.0,0,0,8,0,0,7,0,0,2,1,1,1,1,0,0,na,0,0,0,0,leo,0,0,2.0,0.0699999999999999,1
52547,0,23,na,497.6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,1,0,1.6,0.0,0
52549,0,32,r,563.4,0,0,0,0,0,267,0,0,11,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,68.0,2.27,1
52551,1,25,na,570.0,0,0,0,0,0,97,0,0,4,1,1,1,1,1,3,semi-monthly,0,0,0,0,leo,0,0,33.0,1.1,1
52553,0,57,na,513.0,0,0,25,0,0,25,0,0,0,1,1,1,0,1,2,bi-weekly,0,0,0,0,taurus,1,0,17.0,0.5700000000000001,0
52555,1,38,r,528.0,2,1,90,2,0,219,0,0,13,1,1,1,0,1,2,bi-weekly,0,0,0,0,aries,0,0,39.0,1.3,1
52557,0,35,r,476.0,0,0,123,0,0,277,0,0,2,1,1,1,1,0,2,na,0,0,0,0,na,0,0,62.0,2.07,1
52560,0,42,r,483.0,4,3,97,4,0,159,0,0,15,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,1,52.0,1.73,0
52563,0,32,r,532.0,20,3,64,19,0,257,0,0,9,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,61.0,2.03,1
52575,0,28,r,490.0,0,0,21,0,0,45,0,0,5,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,1,0,17.0,0.5700000000000001,1
52577,1,30,na,527.0,0,0,22,0,0,110,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,21.0,0.7,0
52578,0,30,na,586.0,0,0,20,0,0,30,0,0,2,1,0,0,0,1,2,semi-monthly,0,0,0,0,virgo,0,0,13.0,0.5,0
52581,0,20,r,757.0,0,0,96,0,0,156,0,0,2,1,1,1,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,40.0,1.33,0
52585,1,25,r,491.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,semi-monthly,0,0,0,0,leo,0,0,9.0,0.3,0
52586,1,36,na,495.2,0,0,0,0,0,49,0,0,2,1,0,0,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,22.0,0.73,0
